Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
390,60,6,96.0,12474,2,,1,1,1,1,1,16,3,3,1.0,4,10,5,2007,2008,2,2,15,15,5.0,272.0,1,3,3,1.0,3.0,2.0,1.0,1280,6.0,0,402,1682,2,1,1,1.0,1742,590,0,2332,1,0,2,1,3,1,1,9,1,1,1.0,4.0,2008.0,1.0,3,846,3.0,3.0,1,196,134,0,0,0,0,,,,0,8,2008,4,6,426000
391,50,6,50.0,8405,2,1.0,1,1,1,1,1,8,3,3,1.0,2,5,8,1900,1950,2,2,9,9,4.0,0.0,3,3,1,3.0,2.0,4.0,4.0,241,3.0,391,229,861,2,1,1,1.0,961,406,0,1367,1,0,1,0,4,1,3,7,1,0,,6.0,1978.0,3.0,1,384,3.0,3.0,1,0,130,112,0,0,0,,2.0,,0,4,2008,1,1,119000
392,60,6,71.0,12209,2,,2,1,1,3,1,12,3,3,1.0,4,6,5,2001,2002,2,2,15,15,4.0,0.0,3,3,3,1.0,3.0,4.0,2.0,690,6.0,0,114,804,2,1,1,1.0,804,1157,0,1961,1,0,2,1,3,1,2,7,1,1,3.0,4.0,2001.0,1.0,2,560,3.0,3.0,1,125,192,0,0,0,0,,,,0,6,2009,1,1,215000
393,20,6,,8339,2,,2,1,1,1,1,13,3,3,1.0,1,5,7,1959,1959,2,2,9,9,4.0,0.0,3,3,4,,,,,0,,0,0,0,2,3,1,1.0,882,0,0,882,0,0,1,0,3,1,3,5,1,0,,2.0,1959.0,2.0,1,294,3.0,3.0,1,0,0,0,0,0,0,,2.0,4.0,1200,7,2007,1,1,106500
394,30,6,,7446,2,,1,1,1,2,1,4,2,3,1.0,1,4,5,1941,1950,2,2,17,17,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,266,6.0,0,522,788,2,3,1,2.0,788,0,0,788,0,0,1,0,2,1,3,4,1,2,3.0,,,,0,0,,,1,0,0,0,0,0,0,,3.0,,0,4,2006,1,2,100000
395,50,6,60.0,10134,2,,1,1,1,1,1,18,3,3,1.0,2,5,6,1940,1950,2,2,9,9,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,735,735,2,2,1,2.0,735,299,0,1034,0,0,1,0,2,1,3,5,1,0,,6.0,1940.0,3.0,1,240,3.0,3.0,1,0,39,0,0,0,0,,,,0,7,2007,1,1,109000
396,20,6,68.0,9571,2,,1,1,1,1,1,8,3,3,1.0,1,5,6,1956,1956,2,2,16,16,4.0,0.0,3,3,2,3.0,3.0,2.0,3.0,739,6.0,0,405,1144,2,3,1,1.0,1144,0,0,1144,1,0,1,0,3,1,3,6,1,0,,2.0,1956.0,3.0,1,596,3.0,3.0,1,44,0,0,0,0,0,,,,0,6,2010,1,1,129000
397,20,6,60.0,7200,2,,1,4,1,1,1,6,3,3,1.0,1,5,5,1972,1972,4,2,9,9,4.0,0.0,3,3,2,3.0,3.0,2.0,4.0,777,6.0,0,117,894,2,3,1,1.0,894,0,0,894,0,0,1,0,2,1,3,6,1,0,,6.0,1985.0,2.0,2,600,3.0,3.0,1,215,0,0,0,0,0,,,,0,9,2009,1,1,123000
398,60,6,69.0,7590,2,,1,1,1,1,1,13,6,3,1.0,4,5,5,1962,1962,2,2,15,15,2.0,288.0,3,3,2,3.0,3.0,4.0,2.0,540,6.0,0,324,864,2,3,1,1.0,876,936,0,1812,0,0,2,0,4,1,3,8,1,1,3.0,2.0,1962.0,2.0,1,264,3.0,3.0,1,0,168,0,0,0,0,,,,0,7,2007,1,1,169500
399,30,8,60.0,8967,2,,1,1,1,2,1,10,3,3,1.0,1,5,2,1920,1950,2,2,9,9,4.0,0.0,3,4,1,4.0,5.0,4.0,6.0,0,6.0,0,961,961,2,2,1,5.0,1077,0,0,1077,0,0,1,0,2,1,3,6,6,0,,6.0,1920.0,3.0,1,338,5.0,5.0,3,0,0,0,0,0,0,,,,0,11,2007,1,2,67000
400,60,3,65.0,8125,2,,1,1,1,1,1,22,3,3,1.0,4,7,5,2006,2007,2,2,6,6,5.0,100.0,2,3,3,2.0,3.0,4.0,1.0,812,6.0,0,280,1092,2,1,1,1.0,1112,438,0,1550,1,0,2,0,2,1,2,7,1,0,,2.0,2007.0,1.0,2,438,3.0,3.0,1,0,168,0,0,0,0,,,,0,10,2009,1,1,241000
401,120,6,38.0,14963,2,,3,1,1,1,1,25,3,3,4.0,1,8,5,1996,1996,2,2,4,4,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,786,6.0,0,474,1260,2,1,1,1.0,1288,0,0,1288,1,0,1,1,1,1,1,4,1,2,2.0,2.0,1996.0,1.0,2,500,3.0,3.0,1,120,30,0,0,224,0,,,,0,12,2008,1,1,245500
402,20,6,65.0,8767,2,,2,1,1,1,1,6,3,3,1.0,1,7,5,2005,2005,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,24,6.0,0,1286,1310,2,1,1,1.0,1310,0,0,1310,0,0,2,0,3,1,2,6,1,1,2.0,2.0,2005.0,1.0,2,400,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2006,4,6,164990
403,30,6,60.0,10200,2,,1,1,1,1,1,20,3,3,1.0,1,5,8,1940,1997,2,2,16,16,4.0,0.0,3,3,3,3.0,3.0,4.0,6.0,0,6.0,0,672,672,2,1,1,1.0,672,0,0,672,0,0,1,0,2,1,3,4,1,0,,6.0,1940.0,3.0,1,240,3.0,3.0,3,168,0,0,0,0,0,,1.0,,0,8,2008,1,1,108000
404,60,6,93.0,12090,2,,1,1,1,2,1,14,3,3,1.0,4,8,5,1998,1998,4,2,15,15,2.0,650.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1141,1141,2,2,1,1.0,1165,1098,0,2263,0,0,2,1,4,1,2,10,1,1,3.0,4.0,1998.0,1.0,2,420,3.0,3.0,1,144,123,0,0,0,0,,,,0,7,2006,1,2,258000
405,60,6,,10364,2,,2,1,1,1,1,9,3,3,1.0,4,6,5,1995,1996,2,2,9,9,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,806,806,2,2,1,1.0,806,766,0,1572,0,0,2,1,3,1,3,7,1,1,3.0,4.0,1995.0,1.0,2,373,3.0,3.0,1,0,40,0,0,0,0,,,,0,5,2007,1,1,168000
406,20,6,,9991,2,,2,1,1,2,1,20,2,3,1.0,1,4,4,1976,1993,2,2,11,11,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,1116,6.0,0,165,1281,2,1,1,1.0,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,3.0,2.0,1993.0,3.0,2,490,3.0,3.0,1,120,78,0,0,0,0,,3.0,,0,6,2009,1,1,150000
407,50,6,51.0,10480,2,,1,1,1,1,1,19,3,3,1.0,2,6,5,1936,1950,2,2,9,9,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,1064,1064,2,1,1,2.0,1166,0,473,1639,0,0,1,0,3,1,3,6,6,0,,6.0,1936.0,3.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,,,0,3,2008,1,1,115000
408,70,6,63.0,15576,2,,1,1,1,1,1,7,3,3,1.0,4,6,7,1915,1976,2,2,16,11,4.0,0.0,3,3,1,2.0,3.0,4.0,6.0,0,6.0,0,840,840,2,1,1,1.0,840,840,0,1680,0,0,2,0,4,1,3,8,1,0,,2.0,1960.0,3.0,1,308,3.0,3.0,1,0,0,160,0,0,0,,,,0,3,2008,1,1,177000
409,60,6,109.0,14154,2,,1,1,1,2,1,16,3,3,1.0,4,7,5,2006,2006,2,2,15,15,2.0,350.0,2,3,3,1.0,2.0,4.0,6.0,0,6.0,0,1063,1063,2,1,1,1.0,1071,1101,0,2172,0,0,2,1,3,1,2,9,1,1,2.0,2.0,2006.0,2.0,3,947,3.0,3.0,1,192,62,0,0,0,0,,,,0,8,2007,4,6,280000
410,60,3,85.0,10800,2,,1,1,1,1,1,22,3,3,1.0,4,8,5,2007,2008,2,2,15,15,5.0,100.0,2,3,3,1.0,3.0,4.0,1.0,789,6.0,0,245,1034,2,1,1,1.0,1050,1028,0,2078,1,0,2,1,3,1,1,8,1,1,2.0,2.0,2008.0,1.0,3,836,3.0,3.0,1,0,102,0,0,0,0,,,,0,4,2008,4,6,339750
411,20,6,68.0,9571,2,,1,1,1,1,1,8,3,3,1.0,1,5,3,1958,1958,2,2,3,3,4.0,0.0,3,4,2,3.0,4.0,4.0,6.0,0,6.0,0,1276,1276,2,3,1,2.0,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,,2.0,1958.0,3.0,1,350,3.0,3.0,1,0,0,0,0,0,0,,,,0,6,2009,5,2,60000
412,190,6,100.0,34650,2,,1,2,1,1,1,9,3,3,2.0,1,5,5,1955,1955,4,2,16,16,4.0,0.0,3,3,2,3.0,3.0,3.0,4.0,1056,6.0,0,0,1056,2,3,0,1.0,1056,0,0,1056,1,0,1,0,3,1,3,5,1,0,,2.0,1955.0,1.0,2,572,3.0,3.0,1,264,0,0,0,0,0,,,,0,1,2006,1,1,145000
413,20,3,,4403,2,,3,1,1,1,1,22,3,3,1.0,1,7,5,2009,2009,2,2,9,9,5.0,432.0,1,3,3,1.0,3.0,2.0,1.0,578,6.0,0,892,1470,2,1,1,1.0,1478,0,0,1478,1,0,2,1,2,1,2,7,1,1,2.0,2.0,2009.0,1.0,2,484,3.0,3.0,1,0,144,0,0,0,0,,,,0,6,2010,4,6,222000
414,30,8,56.0,8960,2,1.0,1,1,1,1,1,18,1,3,1.0,1,5,6,1927,1950,2,2,17,17,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,1008,1008,2,2,1,2.0,1028,0,0,1028,0,0,1,0,2,1,3,5,1,1,2.0,6.0,1927.0,3.0,2,360,3.0,3.0,1,0,0,130,0,0,0,,,,0,3,2010,1,1,115000
415,60,6,59.0,11228,2,,3,1,1,3,1,21,3,3,1.0,4,7,5,1993,1993,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,3.0,50,1.0,531,499,1080,2,1,1,1.0,1080,1017,0,2097,0,1,2,1,3,1,2,9,1,1,3.0,2.0,1993.0,3.0,3,678,3.0,3.0,1,196,187,0,0,0,0,,,,0,12,2008,1,1,228000
416,20,6,73.0,8899,2,,2,1,1,1,1,9,3,3,1.0,1,7,5,2007,2007,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,24,6.0,0,1316,1340,2,1,1,1.0,1340,0,0,1340,0,0,2,0,3,1,2,6,1,0,,2.0,2007.0,1.0,2,396,3.0,3.0,1,100,30,0,0,0,0,,,,0,8,2007,4,6,181134
417,60,6,74.0,7844,2,,1,1,1,1,1,20,3,3,1.0,4,6,7,1978,1978,4,2,7,7,2.0,203.0,3,3,2,3.0,3.0,4.0,2.0,209,6.0,0,463,672,2,3,1,1.0,672,728,0,1400,0,0,1,1,3,1,3,6,1,1,3.0,2.0,1978.0,1.0,2,440,3.0,3.0,1,0,0,0,0,0,0,,,,0,3,2006,1,1,149500
418,70,6,86.0,22420,2,,2,1,1,1,1,7,2,3,1.0,4,6,6,1918,1950,4,2,16,14,4.0,0.0,3,3,1,2.0,3.0,4.0,3.0,1128,6.0,0,242,1370,3,3,0,2.0,1370,1254,0,2624,1,0,2,1,4,1,3,10,1,1,2.0,6.0,1918.0,3.0,3,864,3.0,3.0,3,0,0,0,0,0,0,,,,0,11,2007,1,1,239000
419,50,6,60.0,8160,2,,1,1,1,1,1,8,3,3,1.0,2,5,6,1940,1950,2,2,9,9,4.0,0.0,3,3,1,3.0,3.0,4.0,2.0,312,6.0,0,444,756,2,4,0,3.0,756,378,0,1134,1,0,1,1,3,1,3,7,1,0,,6.0,1940.0,3.0,1,240,3.0,3.0,2,0,0,0,0,0,0,,,,0,4,2007,1,3,126000
420,20,6,65.0,8450,2,,1,1,1,1,1,13,3,3,1.0,1,5,6,1968,1968,2,2,15,15,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,775,6.0,0,281,1056,2,1,1,1.0,1056,0,0,1056,1,0,1,0,3,1,3,6,1,1,4.0,2.0,1968.0,3.0,1,304,3.0,3.0,1,0,85,184,0,0,0,,,,0,7,2010,1,1,142000
421,90,8,78.0,7060,2,,1,1,1,1,1,12,3,3,3.0,7,7,5,1997,1998,2,2,15,15,2.0,200.0,3,2,3,2.0,2.0,1.0,1.0,1309,6.0,0,35,1344,2,1,1,1.0,1344,0,0,1344,2,0,2,0,2,2,3,8,1,0,,2.0,1997.0,1.0,4,784,3.0,3.0,1,0,0,0,0,0,0,,,,0,11,2008,1,4,206300
422,20,6,,16635,2,,2,1,1,4,1,17,3,3,1.0,1,6,7,1977,2000,2,2,6,6,5.0,126.0,2,3,2,2.0,3.0,4.0,2.0,1246,6.0,0,356,1602,2,2,1,1.0,1602,0,0,1602,0,1,2,0,3,1,2,8,1,1,3.0,2.0,1977.0,1.0,2,529,3.0,3.0,1,240,0,0,0,0,0,,,,0,6,2009,1,1,215000
423,20,6,100.0,21750,2,,1,3,1,1,2,12,1,3,1.0,1,5,5,1954,1954,4,2,7,7,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,988,988,2,1,1,2.0,988,0,0,988,0,0,1,0,2,1,3,4,1,0,,2.0,1954.0,2.0,2,520,3.0,3.0,3,0,0,0,0,0,0,,,,0,2,2008,1,1,113000
424,60,6,80.0,9200,2,,1,1,1,1,1,14,3,3,1.0,4,8,5,1998,1998,2,2,15,15,2.0,473.0,2,3,3,2.0,3.0,4.0,1.0,986,6.0,0,484,1470,2,2,1,1.0,1470,1160,0,2630,1,0,2,1,4,1,2,8,1,1,3.0,2.0,1998.0,1.0,3,696,3.0,3.0,1,0,66,0,0,0,0,,,,0,6,2008,1,1,315000
425,20,6,72.0,9000,2,,1,1,1,1,1,13,3,3,1.0,1,6,5,1956,1956,2,2,16,16,2.0,74.0,3,3,2,2.0,3.0,4.0,5.0,616,6.0,0,580,1196,2,2,1,2.0,1196,0,0,1196,1,0,1,0,2,1,3,6,1,1,2.0,2.0,1956.0,2.0,1,297,3.0,3.0,1,0,44,0,0,0,0,,,,0,5,2008,1,1,139000
426,60,8,60.0,3378,2,1.0,1,3,1,1,1,18,3,3,1.0,4,7,8,1946,1992,2,2,7,7,4.0,0.0,3,2,2,3.0,3.0,4.0,6.0,0,6.0,0,651,651,2,2,1,1.0,707,682,0,1389,0,0,1,1,3,1,3,6,1,2,2.0,6.0,1947.0,3.0,1,240,3.0,3.0,2,0,0,126,0,0,0,,,,0,9,2009,1,1,135000
427,80,6,,12800,2,,1,4,1,1,2,21,3,3,1.0,8,7,5,1989,1989,2,2,16,16,2.0,145.0,2,3,3,2.0,3.0,1.0,1.0,1518,6.0,0,0,1518,2,2,1,1.0,1644,0,0,1644,1,1,2,0,2,1,2,5,1,1,3.0,2.0,1989.0,1.0,2,569,3.0,3.0,1,80,0,0,0,396,0,,,,0,8,2009,1,1,275000
428,20,6,77.0,8593,2,,2,1,1,1,1,13,3,3,1.0,1,4,6,1957,1957,4,2,9,9,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,288,6.0,0,619,907,2,1,1,1.0,907,0,0,907,0,0,1,0,3,1,3,5,1,0,,6.0,1964.0,3.0,1,352,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2008,1,1,109008
429,20,6,64.0,6762,2,,1,1,1,1,1,6,3,3,1.0,1,7,5,2007,2007,2,2,15,15,2.0,108.0,2,3,3,2.0,3.0,4.0,1.0,664,6.0,0,544,1208,2,1,1,1.0,1208,0,0,1208,1,0,2,0,2,1,2,6,1,0,,2.0,2007.0,2.0,2,628,3.0,3.0,1,105,54,0,0,0,0,,,,0,9,2007,4,6,195400
430,20,6,130.0,11457,2,,2,1,1,2,1,24,3,3,1.0,1,6,5,1988,1988,2,2,7,7,4.0,0.0,3,3,2,2.0,3.0,3.0,1.0,1005,6.0,0,387,1392,2,3,1,1.0,1412,0,0,1412,1,0,2,0,3,1,2,6,1,1,3.0,2.0,1988.0,3.0,2,576,3.0,3.0,1,0,0,169,0,0,0,,,,0,3,2009,1,1,175000
431,160,8,21.0,1680,2,,1,1,1,1,1,3,3,3,4.5,4,6,5,1971,1971,2,2,7,7,2.0,232.0,3,3,2,3.0,3.0,4.0,2.0,387,6.0,0,96,483,2,3,1,1.0,483,504,0,987,0,0,1,1,2,1,3,4,1,0,,6.0,1971.0,3.0,1,264,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2008,5,2,85400
432,50,8,60.0,5586,2,,2,2,1,1,1,18,2,3,1.0,2,6,7,1920,1998,2,2,9,9,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,901,901,2,2,1,1.0,1088,110,0,1198,0,0,1,0,4,1,3,7,1,0,,,,,0,0,,,3,0,98,0,0,0,0,,2.0,,0,9,2008,9,2,79900
433,160,8,24.0,1920,2,,1,1,1,1,1,3,3,3,4.0,4,5,5,1971,1971,2,2,7,7,2.0,376.0,3,3,2,3.0,3.0,4.0,2.0,471,6.0,0,294,765,2,1,1,1.0,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,,6.0,1971.0,3.0,2,440,3.0,3.0,1,240,36,0,0,0,0,,,,0,8,2007,1,1,122500
434,60,6,100.0,10839,2,,2,1,1,2,1,9,3,3,1.0,4,6,5,1997,1998,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,926,926,2,1,1,1.0,926,678,0,1604,0,0,2,1,3,1,3,7,1,1,3.0,2.0,1997.0,1.0,2,470,3.0,3.0,1,0,36,0,0,0,0,,,,0,7,2008,1,1,181000
435,180,8,21.0,1890,2,,1,1,1,1,1,11,3,3,4.5,7,4,7,1972,1972,2,2,6,6,4.0,0.0,3,2,2,2.0,3.0,2.0,2.0,495,6.0,0,135,630,2,2,1,1.0,630,0,0,630,1,0,1,0,1,1,3,3,1,0,,,,,0,0,,,1,88,0,0,0,0,0,,,,0,6,2008,1,1,81000
436,60,6,43.0,10667,2,,3,1,1,3,1,6,6,3,1.0,4,7,6,1996,1996,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,385,2.0,344,70,799,2,1,1,1.0,827,834,0,1661,1,0,2,1,3,1,2,6,1,1,3.0,2.0,1996.0,2.0,2,550,3.0,3.0,1,158,61,0,0,0,0,,,,0,4,2009,7,1,212000
437,50,8,40.0,4400,2,,1,1,1,1,1,18,3,3,1.0,2,6,8,1920,1950,2,2,14,14,4.0,0.0,3,3,1,4.0,3.0,4.0,6.0,0,6.0,0,648,648,2,3,1,2.0,734,384,0,1118,0,0,1,0,2,1,3,6,1,0,,6.0,1990.0,3.0,2,440,3.0,3.0,1,0,0,0,0,0,0,,,,0,10,2006,1,1,116000
438,45,8,50.0,6000,2,,1,1,1,1,1,4,3,3,1.0,3,6,7,1926,2004,2,2,16,16,4.0,0.0,2,3,3,3.0,3.0,4.0,6.0,0,6.0,0,884,884,2,2,1,1.0,904,0,0,904,0,0,1,0,2,1,3,4,1,0,,6.0,1926.0,3.0,1,180,3.0,3.0,1,0,0,105,0,0,0,,,,0,1,2009,1,1,119000
439,30,6,40.0,4280,2,,1,1,1,1,1,7,3,3,1.0,1,5,6,1913,2002,2,2,17,14,4.0,0.0,3,3,3,3.0,3.0,4.0,5.0,365,6.0,0,75,440,2,3,0,1.0,694,0,0,694,0,0,1,0,2,1,2,4,1,1,2.0,6.0,1990.0,3.0,1,352,2.0,3.0,2,0,0,34,0,0,0,,2.0,,0,3,2007,1,1,90350
440,50,6,67.0,12354,2,1.0,1,1,1,2,1,8,3,3,1.0,2,6,8,1920,2000,2,2,16,16,4.0,0.0,3,3,1,3.0,4.0,3.0,6.0,0,6.0,0,684,684,2,2,1,1.0,684,512,0,1196,0,0,1,0,3,1,2,7,1,0,,6.0,2005.0,3.0,2,528,3.0,3.0,1,0,46,0,0,0,0,,1.0,4.0,800,8,2009,8,1,110000
441,20,6,105.0,15431,2,,1,1,1,1,1,16,3,3,1.0,1,10,5,2008,2008,4,2,15,15,5.0,200.0,1,3,3,1.0,3.0,1.0,1.0,1767,2.0,539,788,3094,2,1,1,1.0,2402,0,0,2402,1,0,2,0,2,1,1,10,1,2,2.0,2.0,2008.0,1.0,3,672,3.0,3.0,1,0,72,0,0,170,0,,,,0,4,2009,1,1,555000
442,90,6,92.0,12108,2,,1,1,1,1,1,8,3,3,3.0,1,4,4,1955,1955,2,2,15,15,2.0,270.0,3,3,2,3.0,3.0,4.0,2.0,133,6.0,0,1307,1440,2,3,0,3.0,1440,0,0,1440,0,0,2,0,4,2,4,8,1,0,,,,,0,0,,,1,0,0,0,0,0,0,,,,0,9,2008,1,1,118000
443,50,8,52.0,6240,2,,1,1,1,1,1,4,3,3,1.0,2,5,7,1930,1992,2,2,9,9,4.0,0.0,3,3,3,3.0,3.0,4.0,6.0,0,6.0,0,1078,1078,2,3,1,1.0,1128,445,0,1573,0,0,2,0,3,1,3,8,1,1,2.0,6.0,1930.0,3.0,2,360,3.0,3.0,2,0,0,0,0,0,0,,,,0,6,2008,1,1,162900
444,120,6,53.0,3922,2,,1,1,1,1,1,1,3,3,4.0,1,7,5,2006,2007,2,2,17,17,2.0,72.0,2,3,3,1.0,3.0,2.0,6.0,0,6.0,0,1258,1258,2,1,1,1.0,1258,0,0,1258,0,0,2,0,2,1,2,6,1,1,2.0,2.0,2007.0,1.0,3,648,3.0,3.0,1,144,16,0,0,0,0,,,,0,6,2007,4,6,172500
445,60,6,70.0,8750,2,,1,1,1,1,1,6,3,3,1.0,4,7,5,1994,1995,2,2,15,15,4.0,0.0,2,2,3,2.0,3.0,4.0,1.0,642,6.0,0,273,915,2,1,1,1.0,933,975,0,1908,1,0,2,1,4,1,2,8,1,1,3.0,2.0,1994.0,3.0,2,493,3.0,3.0,1,144,133,0,0,0,0,,,,0,7,2008,1,1,210000
446,20,6,73.0,9855,2,,1,1,1,2,1,8,3,3,1.0,1,6,5,1956,1956,4,2,16,16,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,1436,1436,2,4,1,1.0,1689,0,0,1689,0,0,1,0,3,1,3,7,1,1,2.0,2.0,1956.0,3.0,2,480,3.0,3.0,1,0,0,0,0,0,0,,2.0,,0,11,2009,5,1,127500
447,20,6,137.0,16492,2,,2,1,1,2,1,13,7,3,1.0,1,6,6,1966,2002,2,2,4,11,4.0,0.0,2,3,2,3.0,3.0,4.0,2.0,247,4.0,713,557,1517,2,1,1,1.0,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,2.0,2.0,1966.0,1.0,2,578,3.0,3.0,1,0,0,0,0,0,0,,,,0,6,2010,1,1,190000
448,60,6,,11214,2,,2,1,1,2,1,9,3,3,1.0,4,7,5,1998,1999,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,930,930,2,2,1,1.0,956,930,0,1886,0,0,2,1,4,1,2,10,1,1,3.0,2.0,1998.0,1.0,2,431,3.0,3.0,1,89,0,0,0,0,0,,,,0,7,2006,1,1,199900
449,50,8,50.0,8600,2,,1,2,1,1,1,10,3,3,1.0,2,6,6,1937,1950,2,2,9,9,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,780,780,2,3,1,1.0,780,596,0,1376,0,0,2,0,3,1,3,7,1,1,2.0,6.0,1937.0,3.0,1,198,3.0,3.0,3,0,0,0,0,0,0,,,,0,6,2006,1,1,119500
450,50,8,50.0,6000,2,,1,1,1,1,1,18,3,3,1.0,2,3,7,1948,2002,2,2,9,9,4.0,0.0,3,2,2,3.0,3.0,4.0,2.0,331,6.0,0,318,649,2,1,1,1.0,679,504,0,1183,0,0,1,1,2,1,3,6,1,0,,6.0,1981.0,3.0,1,308,3.0,3.0,1,0,176,0,0,0,0,,,,0,6,2007,1,1,120000
451,30,8,70.0,5684,2,,1,1,1,1,1,18,3,3,1.0,1,6,8,1930,2005,4,2,16,16,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,813,813,2,1,1,2.0,813,0,0,813,0,0,1,0,2,1,2,5,1,0,,6.0,1932.0,3.0,1,270,4.0,4.0,3,0,113,0,0,0,0,,,,0,6,2006,1,1,110000
452,20,6,62.0,70761,2,,2,4,1,1,2,5,3,3,1.0,1,7,5,1975,1975,2,8,11,11,4.0,0.0,3,3,2,2.0,3.0,1.0,2.0,655,6.0,0,878,1533,2,3,1,1.0,1533,0,0,1533,1,0,2,0,2,1,2,5,1,2,3.0,2.0,1975.0,3.0,2,576,3.0,3.0,1,200,54,0,0,0,0,,,,0,12,2006,1,1,280000
453,60,6,,9303,2,,2,1,1,2,1,24,3,3,1.0,4,6,5,1996,1997,4,2,15,15,2.0,42.0,2,3,3,1.0,3.0,4.0,2.0,742,6.0,0,130,872,2,1,1,1.0,888,868,0,1756,1,0,2,1,3,1,3,7,1,0,,2.0,1996.0,1.0,2,422,3.0,3.0,1,144,122,0,0,0,0,,,,0,7,2007,1,1,204000
454,60,3,75.0,9000,2,,1,1,1,1,1,22,3,3,1.0,4,8,5,2008,2008,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,768,768,2,1,1,1.0,786,804,0,1590,0,0,2,1,3,1,2,6,1,0,,2.0,2008.0,2.0,2,676,3.0,3.0,1,0,30,0,0,0,0,,,,0,6,2009,1,1,210000
455,90,6,63.0,9297,2,,1,1,1,1,1,12,3,3,3.0,1,5,5,1976,1976,2,2,11,11,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,1606,6.0,0,122,1728,2,3,1,1.0,1728,0,0,1728,2,0,2,0,4,2,3,8,1,0,,6.0,1976.0,3.0,2,560,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2006,1,5,188000
456,20,6,80.0,9600,2,,1,1,1,1,1,17,3,3,1.0,1,7,6,1973,1973,4,2,7,7,2.0,320.0,3,3,2,3.0,3.0,4.0,2.0,916,6.0,0,326,1242,2,4,1,1.0,1242,0,0,1242,0,0,1,1,3,1,3,6,1,1,3.0,2.0,1973.0,3.0,2,528,3.0,3.0,1,0,0,0,0,0,0,,,,0,9,2007,1,1,175500
457,70,8,34.0,4571,2,1.0,1,1,1,1,1,18,3,3,1.0,4,5,5,1916,1950,2,2,1,1,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,624,624,2,4,0,1.0,624,720,0,1344,0,0,1,0,4,1,3,7,1,0,,6.0,1916.0,3.0,3,513,4.0,4.0,1,0,0,96,0,0,0,,,,0,5,2008,5,2,98000
